20160913 160000,1.5150,1.5325,1.4883,1.4968,470934200
20160914 160000,1.5000,1.5150,1.4877,1.5100,319229160
20160915 160000,1.5125,1.5690,1.5090,1.5673,515254960
20160916 160000,1.5727,1.5813,1.5530,1.5710,902395480
20160919 160000,1.5875,1.6315,1.5802,1.5917,416355840
20160920 160000,1.5967,1.6100,1.5685,1.5773,331056680
20160921 160000,1.5820,1.6245,1.5817,1.6215,336104120
20160922 160000,1.6310,1.6360,1.6163,1.6255,308002560
20160923 160000,1.6253,1.6323,1.6165,1.6238,276122440
20160926 160000,1.6052,1.6150,1.5882,1.6085,229901400
20160927 160000,1.6023,1.6660,1.6015,1.6635,402549760
20160928 160000,1.6660,1.6707,1.6483,1.6695,319770240
20160929 160000,1.6667,1.6903,1.6513,1.6850,336571120
20160930 160000,1.6887,1.7297,1.6843,1.7130,429900280
20161003 160000,1.7183,1.7378,1.7083,1.7113,242551360
20161004 160000,1.7233,1.7425,1.6948,1.7075,281508440
20161005 160000,1.7172,1.7395,1.7005,1.7058,303552040
20161006 160000,1.6852,1.6957,1.6565,1.6835,359765080
20161007 160000,1.6948,1.6992,1.6665,1.6712,286247280
20161010 160000,1.6800,1.6890,1.6618,1.6775,287786640
20161011 160000,1.6672,1.6745,1.6405,1.6532,388530640
20161012 160000,1.6465,1.6695,1.6328,1.6608,419916440
20161013 160000,1.6413,1.6450,1.5925,1.6337,390050800
20161014 160000,1.6488,1.6650,1.6400,1.6497,330634040
